0001 Q0 c949556f-2019-04-18T15:31:18Z-00004-000 21.793125 tutorial 
0001 Q0 255646d7-2019-04-18T19:49:20Z-00005-000 20.837368 tutorial 
0001 Q0 c949556f-2019-04-18T15:31:18Z-00002-000 20.764385 tutorial 
0001 Q0 8fb67476-2019-04-18T16:08:00Z-00002-000 20.44376 tutorial 
0001 Q0 c949556f-2019-04-18T15:31:18Z-00006-000 20.29199 tutorial 
0001 Q0 1420e340-2019-04-18T13:12:04Z-00007-000 20.224463 tutorial 
0001 Q0 8fac3459-2019-04-18T14:51:19Z-00000-000 20.129726 tutorial 
0001 Q0 8939e4ca-2019-04-18T18:12:15Z-00006-000 19.984968 tutorial 
0001 Q0 b67fc3fb-2019-04-17T11:47:41Z-00229-000 19.739136 tutorial 
0001 Q0 6b8e9506-2019-04-18T12:03:58Z-00002-000 19.51205 tutorial 
0001 Q0 8939e4ca-2019-04-18T18:12:15Z-00002-000 19.421028 tutorial 
0001 Q0 8fb67476-2019-04-18T16:08:00Z-00003-000 19.340286 tutorial 
0001 Q0 1420e340-2019-04-18T13:12:04Z-00000-000 18.61566 tutorial 
0001 Q0 ac9fa785-2019-04-15T20:24:42Z-00001-000 18.402813 tutorial 
0001 Q0 8939e4ca-2019-04-18T18:12:15Z-00001-000 18.398197 tutorial 
0001 Q0 b67fc3fb-2019-04-17T11:47:41Z-00031-000 18.169958 tutorial 
0001 Q0 b67fc3fb-2019-04-17T11:47:41Z-00020-000 18.038774 tutorial 
0001 Q0 6b8e9506-2019-04-18T12:03:58Z-00004-000 17.998615 tutorial 
0001 Q0 8939e4ca-2019-04-18T18:12:15Z-00003-000 17.84573 tutorial 
0001 Q0 bcd69901-2019-04-18T18:32:29Z-00001-000 17.801197 tutorial 
0001 Q0 8939e4ca-2019-04-18T18:12:15Z-00008-000 17.643303 tutorial 
0001 Q0 b185a0c2-2019-04-18T17:02:51Z-00004-000 17.589668 tutorial 
0001 Q0 8939e4ca-2019-04-18T18:12:15Z-00000-000 17.444897 tutorial 
0001 Q0 6a304d9c-2019-04-18T16:59:34Z-00007-000 17.328974 tutorial 
0001 Q0 d3382751-2019-04-18T18:27:35Z-00001-000 17.235348 tutorial 
0001 Q0 b1868cc5-2019-04-18T14:11:15Z-00005-000 17.156765 tutorial 
0001 Q0 b187e260-2019-04-18T11:12:47Z-00000-000 16.983866 tutorial 
0001 Q0 556a5a0e-2019-04-18T13:53:42Z-00001-000 16.933228 tutorial 
0001 Q0 6a304d9c-2019-04-18T16:59:34Z-00003-000 16.879757 tutorial 
0001 Q0 6a304d9c-2019-04-18T16:59:34Z-00005-000 16.879757 tutorial 
0001 Q0 47ca7ddf-2019-04-18T19:30:00Z-00003-000 16.829685 tutorial 
0001 Q0 b186f945-2019-04-18T13:14:42Z-00006-000 16.785915 tutorial 
0001 Q0 157796c-2019-04-18T13:44:25Z-00004-000 16.733143 tutorial 
0001 Q0 8fac3459-2019-04-18T14:51:19Z-00003-000 16.667212 tutorial 
0001 Q0 1b357aae-2019-04-18T11:11:14Z-00007-000 16.563564 tutorial 
0001 Q0 b187e241-2019-04-18T11:12:53Z-00006-000 16.497257 tutorial 
0001 Q0 b1859560-2019-04-18T17:31:02Z-00003-000 16.455303 tutorial 
0001 Q0 b185a0c2-2019-04-18T17:02:51Z-00002-000 16.420038 tutorial 
0001 Q0 99edf3f2-2019-04-18T19:54:03Z-00004-000 16.351976 tutorial 
0001 Q0 8fb67476-2019-04-18T16:08:00Z-00004-000 16.345097 tutorial 
0001 Q0 c949556f-2019-04-18T15:31:18Z-00003-000 16.312332 tutorial 
0001 Q0 8fb67476-2019-04-18T16:08:00Z-00007-000 16.207417 tutorial 
0001 Q0 7586c03e-2019-04-18T13:47:10Z-00002-000 16.19236 tutorial 
0001 Q0 1b357aae-2019-04-18T11:11:14Z-00006-000 16.165482 tutorial 
0001 Q0 47ca7ddf-2019-04-18T19:30:00Z-00002-000 16.070532 tutorial 
0001 Q0 cd6bbaaf-2019-04-18T11:27:26Z-00002-000 15.934813 tutorial 
0001 Q0 6a304d9c-2019-04-18T16:59:34Z-00004-000 15.917397 tutorial 
0001 Q0 b67fc3fb-2019-04-17T11:47:41Z-00211-000 15.886879 tutorial 
0001 Q0 8fb67476-2019-04-18T16:08:00Z-00006-000 15.839373 tutorial 
0001 Q0 9d769a92-2019-04-18T17:04:37Z-00003-000 15.782112 tutorial 
0002 Q0 17fefda-2019-04-18T13:20:44Z-00009-000 36.53204 tutorial 
0002 Q0 17fefda-2019-04-18T13:20:44Z-00007-000 35.79068 tutorial 
0002 Q0 17fefda-2019-04-18T13:20:44Z-00002-000 35.645172 tutorial 
0002 Q0 b235f67a-2019-04-18T15:13:16Z-00004-000 33.305485 tutorial 
0002 Q0 b567d75f-2019-04-18T12:56:12Z-00005-000 33.179676 tutorial 
0002 Q0 72b717aa-2019-04-18T12:12:40Z-00001-000 32.919655 tutorial 
0002 Q0 b567d819-2019-04-18T12:55:25Z-00005-000 32.774414 tutorial 
0002 Q0 b567d7bc-2019-04-18T12:55:55Z-00005-000 32.594467 tutorial 
